,,"All values, costs, and indexes are in current dollars (nominals)",,,,,
"STATE","Date","Home Value","Structure Cost","Land Value","Land Share","Home Price Index","Land Price Index"
"MS","1977Q1",26655,25113,1542,0.0578617756,0.278,0.000
"MS","1977Q2",27314,25646,1668,0.0610746461,0.285,0.000
"MS","1977Q3",28112,26190,1922,0.0683609732,0.293,0.000
"MS","1977Q4",29066,26731,2335,0.0803381051,0.303,0.000
"MS","1978Q1",30105,27271,2834,0.0941422957,0.314,0.000
"MS","1978Q2",31219,27810,3409,0.1091956732,0.326,0.000
"MS","1978Q3",32399,28376,4023,0.1241683399,0.338,0.000
"MS","1978Q4",33532,28990,4542,0.1354468194,0.350,0.000
"MS","1979Q1",34580,29671,4909,0.1419698832,0.361,0.000
"MS","1979Q2",35443,30408,5035,0.1420544459,0.370,0.000
"MS","1979Q3",36068,31182,4886,0.1354626454,0.376,0.000
"MS","1979Q4",36475,31977,4498,0.1233249433,0.380,0.000
"MS","1980Q1",36916,32732,4184,0.1133401469,0.385,0.000
"MS","1980Q2",37403,33467,3936,0.1052309641,0.390,0.000
"MS","1980Q3",37934,34151,3783,0.0997273247,0.396,0.000
"MS","1980Q4",38418,34756,3662,0.0953246252,0.401,0.000
"MS","1981Q1",38861,35309,3552,0.0914108706,0.405,0.000
"MS","1981Q2",39268,35821,3447,0.0877849515,0.409,0.000
"MS","1981Q3",39415,36365,3050,0.0773810655,0.411,0.000
"MS","1981Q4",39505,37009,2496,0.0631824998,0.412,0.000
"MS","1982Q1",39898,37751,2147,0.0538095835,0.416,0.000
"MS","1982Q2",40574,38545,2029,0.05,0.423,0.000
"MS","1982Q3",41418,39347,2071,0.05,0.432,0.000
"MS","1982Q4",42301,40186,2115,0.05,0.441,0.000
"MS","1983Q1",43157,41000,2158,0.05,0.450,0.000
"MS","1983Q2",43915,41719,2196,0.05,0.458,0.000
"MS","1983Q3",44565,42337,2228,0.05,0.465,0.000
"MS","1983Q4",45168,42910,2258,0.05,0.471,0.000
"MS","1984Q1",45682,43398,2284,0.05,0.476,0.000
"MS","1984Q2",46106,43801,2305,0.05,0.481,0.000
"MS","1984Q3",46601,44271,2330,0.05,0.486,0.000
"MS","1984Q4",47272,44908,2364,0.05,0.493,0.001
"MS","1985Q1",48102,45697,2405,0.05,0.502,0.001
"MS","1985Q2",48969,46520,2448,0.05,0.511,0.001
"MS","1985Q3",49778,47289,2489,0.05,0.519,0.001
"MS","1985Q4",50505,47854,2651,0.0524877241,0.527,0.001
"MS","1986Q1",51145,48109,3036,0.0593547821,0.533,0.002
"MS","1986Q2",51678,48372,3306,0.0639753036,0.539,0.002
"MS","1986Q3",52084,48640,3444,0.0661323295,0.543,0.002
"MS","1986Q4",52400,48907,3493,0.0666533927,0.546,0.002
"MS","1987Q1",52623,49163,3460,0.065756354,0.549,0.002
"MS","1987Q2",52736,49414,3322,0.0629927901,0.550,0.002
"MS","1987Q3",52767,49657,3110,0.0589377788,0.550,0.002
"MS","1987Q4",52786,49887,2899,0.0549275928,0.550,0.001
"MS","1988Q1",52856,50109,2747,0.0519799859,0.551,0.001
"MS","1988Q2",53002,50324,2678,0.0505193397,0.553,0.001
"MS","1988Q3",53202,50542,2660,0.05,0.555,0.001
"MS","1988Q4",53483,50809,2674,0.05,0.558,0.001
"MS","1989Q1",53837,51145,2692,0.05,0.561,0.001
"MS","1989Q2",54323,51607,2716,0.05,0.566,0.002
"MS","1989Q3",54849,52106,2742,0.05,0.572,0.002
"MS","1989Q4",55326,52560,2766,0.05,0.577,0.002
"MS","1990Q1",55749,52962,2787,0.05,0.581,0.002
"MS","1990Q2",56114,53308,2806,0.05,0.585,0.002
"MS","1990Q3",56463,53640,2823,0.05,0.589,0.002
"MS","1990Q4",56847,54005,2842,0.05,0.593,0.002
"MS","1991Q1",57306,54441,2865,0.05,0.598,0.003
"MS","1991Q2",57830,54938,2891,0.05,0.603,0.003
"MS","1991Q3",58456,55533,2923,0.05,0.610,0.003
"MS","1991Q4",59195,56236,2960,0.05,0.617,0.004
"MS","1992Q1",59995,56995,3000,0.05,0.626,0.005
"MS","1992Q2",60779,57740,3039,0.05,0.634,0.005
"MS","1992Q3",61548,58471,3077,0.05,0.642,0.006
"MS","1992Q4",62348,59231,3117,0.05,0.650,0.007
"MS","1993Q1",63227,60066,3161,0.05,0.659,0.009
"MS","1993Q2",64221,61010,3211,0.05,0.670,0.010
"MS","1993Q3",65333,62066,3267,0.05,0.681,0.012
"MS","1993Q4",66524,63198,3326,0.05,0.694,0.015
"MS","1994Q1",67752,64365,3388,0.05,0.706,0.019
"MS","1994Q2",68969,65520,3448,0.05,0.719,0.023
"MS","1994Q3",70138,66631,3507,0.05,0.731,0.029
"MS","1994Q4",71254,67691,3563,0.05,0.743,0.035
"MS","1995Q1",72325,68708,3616,0.05,0.754,0.043
"MS","1995Q2",73367,69699,3668,0.05,0.765,0.050
"MS","1995Q3",74386,70667,3719,0.05,0.776,0.058
"MS","1995Q4",75390,71621,3770,0.05,0.786,0.064
"MS","1996Q1",76391,72571,3820,0.05,0.797,0.069
"MS","1996Q2",77420,73549,3871,0.05,0.807,0.075
"MS","1996Q3",78468,74545,3923,0.05,0.818,0.081
"MS","1996Q4",79486,75512,3974,0.05,0.829,0.091
"MS","1997Q1",80478,76454,4024,0.05,0.839,0.106
"MS","1997Q2",81465,77391,4073,0.05,0.849,0.126
"MS","1997Q3",82485,78360,4124,0.05,0.860,0.152
"MS","1997Q4",83589,79410,4179,0.05,0.872,0.182
"MS","1998Q1",84791,80551,4240,0.05,0.884,0.212
"MS","1998Q2",86065,81761,4303,0.05,0.897,0.245
"MS","1998Q3",87394,83025,4370,0.05,0.911,0.282
"MS","1998Q4",88760,84322,4438,0.05,0.926,0.330
"MS","1999Q1",90098,85593,4505,0.05,0.939,0.397
"MS","1999Q2",91360,86792,4568,0.05,0.953,0.480
"MS","1999Q3",92537,87910,4627,0.05,0.965,0.580
"MS","1999Q4",93652,88969,4683,0.05,0.977,0.700
"MS","2000Q1",94768,90030,4738,0.05,0.988,0.838
"MS","2000Q2",95902,91107,4795,0.05,1.000,1.000
"MS","2000Q3",97014,91399,5615,0.0578791515,1.012,1.172
"MS","2000Q4",98096,91817,6279,0.0640122781,1.023,1.312
"MS","2001Q1",99194,92366,6828,0.0688305189,1.034,1.430
"MS","2001Q2",100333,92993,7340,0.0731524332,1.046,1.539
"MS","2001Q3",101498,93612,7886,0.0776959886,1.058,1.655
"MS","2001Q4",102668,94130,8538,0.0831636374,1.071,1.793
"MS","2002Q1",103844,94414,9430,0.0908088831,1.083,1.977
"MS","2002Q2",105066,94556,10510,0.1000323467,1.096,2.205
"MS","2002Q3",106378,94580,11798,0.1109040288,1.109,2.476
"MS","2002Q4",107735,94524,13211,0.122621515,1.123,2.775
"MS","2003Q1",109060,94717,14343,0.1315133041,1.137,3.018
"MS","2003Q2",110355,95109,15246,0.1381513376,1.151,3.211
"MS","2003Q3",111681,95954,15727,0.1408227164,1.165,3.316
"MS","2003Q4",113117,97500,15617,0.1380639871,1.180,3.296
"MS","2004Q1",114732,99728,15004,0.1307761669,1.196,3.169
"MS","2004Q2",116524,102470,14054,0.1206076916,1.215,2.971
"MS","2004Q3",118503,105300,13203,0.1114152968,1.236,2.793
"MS","2004Q4",120745,107788,12957,0.1073089691,1.259,2.743
"MS","2005Q1",123360,109669,13691,0.1109822235,1.286,2.901
"MS","2005Q2",126345,111158,15187,0.1201993433,1.317,3.220
"MS","2005Q3",129678,112709,16969,0.1308570354,1.352,3.599
"MS","2005Q4",133225,114739,18485,0.1387536429,1.389,3.920
"MS","2006Q1",136801,117496,19305,0.1411182382,1.426,4.086
"MS","2006Q2",140265,120931,19334,0.1378421634,1.463,4.094
"MS","2006Q3",143457,124620,18837,0.1313047908,1.496,3.992
"MS","2006Q4",146220,128239,17980,0.1229674164,1.525,3.815
"MS","2007Q1",148363,131468,16895,0.1138753321,1.547,3.596
"MS","2007Q2",149721,134383,15337,0.1024398474,1.561,3.269
"MS","2007Q3",150421,137247,13174,0.0875820493,1.568,2.810
"MS","2007Q4",150591,140260,10331,0.0686017734,1.570,2.205
"MS","2008Q1",150224,142713,7511,0.05,1.566,1.482
"MS","2008Q2",149391,141921,7470,0.05,1.558,0.745
"MS","2008Q3",148243,140831,7412,0.05,1.546,0.403
"MS","2008Q4",147097,139742,7355,0.05,1.534,0.273
"MS","2009Q1",146046,138744,7302,0.05,1.523,0.238
"MS","2009Q2",145282,137656,7626,0.052488417,1.515,0.248
"MS","2009Q3",144682,135956,8727,0.0603150778,1.509,0.284
"MS","2009Q4",144096,134034,10062,0.0698305918,1.503,0.327
"MS","2010Q1",143576,133138,10438,0.0726986375,1.497,0.339
"MS","2010Q2",143180,132970,10209,0.0713039274,1.493,0.332
"MS","2010Q3",142900,134072,8828,0.0617777632,1.490,0.287
"MS","2010Q4",142781,135642,7139,0.05,1.489,0.188
"MS","2011Q1",142973,135824,7149,0.05,1.491,0.106
"MS","2011Q2",143552,136375,7178,0.05,1.497,0.064
"MS","2011Q3",144471,137247,7224,0.05,1.506,0.060
"MS","2011Q4",145633,137248,8386,0.0575801043,1.519,0.070
"MS","2012Q1",146803,137249,9554,0.0650803522,1.531,0.079
"MS","2012Q2",148015,137252,10763,0.0727176051,1.543,0.089
"MS","2012Q3",149352,137255,12097,0.0809940593,1.557,0.101
"MS","2012Q4",150813,137260,13553,0.0898691243,1.573,0.113
"MS","2013Q1",152392,137266,15126,0.0992585212,1.589,0.126
"MO","1975Q1",24983,23733,1249,0.05,0.209,0.000
"MO","1975Q2",25246,23983,1262,0.05,0.212,0.000
"MO","1975Q3",25448,24176,1272,0.05,0.213,0.000
"MO","1975Q4",25739,24452,1287,0.05,0.216,0.000
"MO","1976Q1",26178,24869,1309,0.05,0.220,0.000
"MO","1976Q2",26716,25342,1374,0.0514351815,0.224,0.000
"MO","1976Q3",27227,25865,1361,0.05,0.228,0.000
"MO","1976Q4",27857,26464,1393,0.05,0.234,0.000
"MO","1977Q1",28706,27270,1435,0.05,0.241,0.000
"MO","1977Q2",29765,27816,1949,0.0654810878,0.250,0.000
"MO","1977Q3",30901,28237,2665,0.0862294792,0.259,0.000
"MO","1977Q4",32156,28677,3479,0.1081900434,0.270,0.000
"MO","1978Q1",33532,29190,4342,0.1294938569,0.281,0.000
"MO","1978Q2",34951,29741,5209,0.1490499987,0.293,0.000
"MO","1978Q3",36266,30337,5929,0.1634865129,0.304,0.000
"MO","1978Q4",37532,30977,6554,0.1746334411,0.315,0.000
"MO","1979Q1",38775,31642,7133,0.1839486139,0.325,0.000
"MO","1979Q2",39930,32344,7586,0.1899714601,0.335,0.000
"MO","1979Q3",40903,33064,7839,0.191640897,0.343,0.000
"MO","1979Q4",41774,33788,7986,0.1911808766,0.350,0.000
"MO","1980Q1",42568,34490,8078,0.1897702679,0.357,0.000
"MO","1980Q2",43256,35179,8077,0.1867242402,0.363,0.000
"MO","1980Q3",43667,35855,7812,0.1789090146,0.366,0.000
"MO","1980Q4",43863,36514,7349,0.1675438163,0.368,0.000
"MO","1981Q1",43907,37211,6697,0.1525169233,0.368,0.000
"MO","1981Q2",43889,37929,5960,0.1357959404,0.368,0.000
"MO","1981Q3",43873,38722,5151,0.117400455,0.368,0.000
"MO","1981Q4",43917,39637,4280,0.0974519839,0.368,0.000
"MO","1982Q1",44089,40624,3465,0.0786015545,0.370,0.000
"MO","1982Q2",44413,41657,2756,0.0620443625,0.372,0.000
"MO","1982Q3",44935,42612,2322,0.0516780523,0.377,0.000
"MO","1982Q4",45647,43365,2282,0.05,0.383,0.000
"MO","1983Q1",46542,44215,2327,0.05,0.390,0.000
"MO","1983Q2",47583,45204,2379,0.05,0.399,0.000
"MO","1983Q3",48694,46259,2435,0.05,0.408,0.000
"MO","1983Q4",49796,47306,2490,0.05,0.418,0.000
"MO","1984Q1",50879,48335,2544,0.05,0.427,0.000
"MO","1984Q2",51966,49368,2598,0.05,0.436,0.000
"MO","1984Q3",53055,50402,2653,0.05,0.445,0.001
"MO","1984Q4",54121,51415,2706,0.05,0.454,0.001
"MO","1985Q1",55197,52437,2760,0.05,0.463,0.001
"MO","1985Q2",56299,53484,2815,0.05,0.472,0.001
"MO","1985Q3",57395,54525,2870,0.05,0.481,0.001
"MO","1985Q4",58484,55560,2924,0.05,0.490,0.002
"MO","1986Q1",59597,56617,2980,0.05,0.500,0.002
"MO","1986Q2",60766,57728,3038,0.05,0.510,0.003
"MO","1986Q3",61994,58895,3100,0.05,0.520,0.004
"MO","1986Q4",63249,60086,3162,0.05,0.530,0.004
"MO","1987Q1",64487,61262,3224,0.05,0.541,0.006
"MO","1987Q2",65664,62381,3283,0.05,0.551,0.007
"MO","1987Q3",66729,63392,3336,0.05,0.560,0.007
"MO","1987Q4",67670,64287,3384,0.05,0.567,0.008
"MO","1988Q1",68521,65095,3426,0.05,0.575,0.009
"MO","1988Q2",69318,65852,3466,0.05,0.581,0.010
"MO","1988Q3",70053,66550,3503,0.05,0.587,0.011
"MO","1988Q4",70729,67192,3536,0.05,0.593,0.011
"MO","1989Q1",71375,67806,3569,0.05,0.598,0.012
"MO","1989Q2",72014,68413,3601,0.05,0.604,0.013
"MO","1989Q3",72626,68994,3631,0.05,0.609,0.013
"MO","1989Q4",73187,69446,3741,0.0511123434,0.614,0.014
"MO","1990Q1",73688,69809,3880,0.0526495271,0.618,0.015
"MO","1990Q2",74146,70163,3983,0.0537233972,0.622,0.015
"MO","1990Q3",74398,70526,3872,0.0520431088,0.624,0.015
"MO","1990Q4",74690,70916,3775,0.050535518,0.626,0.014
"MO","1991Q1",75079,71325,3754,0.05,0.630,0.014
"MO","1991Q2",75555,71777,3778,0.05,0.634,0.014
"MO","1991Q3",76107,72302,3805,0.05,0.638,0.015
"MO","1991Q4",76720,72884,3836,0.05,0.643,0.016
"MO","1992Q1",77356,73488,3868,0.05,0.649,0.018
"MO","1992Q2",78005,74105,3900,0.05,0.654,0.020
"MO","1992Q3",78688,74754,3934,0.05,0.660,0.022
"MO","1992Q4",79442,75470,3972,0.05,0.666,0.024
"MO","1993Q1",80313,76297,4016,0.05,0.673,0.027
"MO","1993Q2",81344,77277,4067,0.05,0.682,0.030
"MO","1993Q3",82500,78375,4125,0.05,0.692,0.033
"MO","1993Q4",83736,79549,4187,0.05,0.702,0.038
"MO","1994Q1",84998,80748,4250,0.05,0.713,0.045
"MO","1994Q2",86240,81928,4312,0.05,0.723,0.053
"MO","1994Q3",87443,83071,4372,0.05,0.733,0.061
"MO","1994Q4",88616,84185,4431,0.05,0.743,0.069
"MO","1995Q1",89786,85296,4489,0.05,0.753,0.076
"MO","1995Q2",90963,86415,4548,0.05,0.763,0.083
"MO","1995Q3",92157,87549,4608,0.05,0.773,0.090
"MO","1995Q4",93342,88674,4667,0.05,0.783,0.097
"MO","1996Q1",94508,89783,4725,0.05,0.792,0.106
"MO","1996Q2",95655,90872,4783,0.05,0.802,0.116
"MO","1996Q3",96759,91922,4838,0.05,0.811,0.127
"MO","1996Q4",97821,92930,4891,0.05,0.820,0.142
"MO","1997Q1",98849,93906,4942,0.05,0.829,0.159
"MO","1997Q2",99878,94884,4994,0.05,0.837,0.180
"MO","1997Q3",100982,95933,5049,0.05,0.847,0.203
"MO","1997Q4",102208,97098,5110,0.05,0.857,0.226
"MO","1998Q1",103568,98390,5178,0.05,0.868,0.247
"MO","1998Q2",105065,99812,5253,0.05,0.881,0.268
"MO","1998Q3",106683,101349,5334,0.05,0.895,0.293
"MO","1998Q4",108390,102970,5419,0.05,0.909,0.329
"MO","1999Q1",110142,104635,5507,0.05,0.924,0.385
"MO","1999Q2",111905,106310,5595,0.05,0.938,0.460
"MO","1999Q3",113678,107994,5684,0.05,0.953,0.557
"MO","1999Q4",115481,109707,5774,0.05,0.968,0.680
"MO","2000Q1",117344,111477,5867,0.05,0.984,0.826
"MO","2000Q2",119261,113298,5963,0.05,1.000,1.000
"MO","2000Q3",121208,114079,7130,0.0588238423,1.016,1.197
"MO","2000Q4",123199,114999,8200,0.0665579474,1.033,1.378
"MO","2001Q1",125211,116107,9104,0.072708689,1.050,1.535
"MO","2001Q2",127242,117332,9910,0.077885712,1.067,1.674
"MO","2001Q3",129247,118642,10605,0.0820533904,1.084,1.794
"MO","2001Q4",131215,119989,11226,0.0855540984,1.100,1.901
"MO","2002Q1",133173,121134,12039,0.0903996665,1.117,2.038
"MO","2002Q2",135166,122153,13013,0.0962765816,1.133,2.205
"MO","2002Q3",137227,122897,14330,0.1044227939,1.151,2.430
"MO","2002Q4",139368,123233,16136,0.1157783969,1.169,2.740
"MO","2003Q1",141580,123458,18122,0.1280004206,1.187,3.084
"MO","2003Q2",143854,123623,20231,0.1406366176,1.206,3.447
"MO","2003Q3",146216,124230,21986,0.15036618,1.226,3.751
"MO","2003Q4",148642,125771,22871,0.1538672452,1.246,3.907
"MO","2004Q1",151106,128514,22592,0.1495120031,1.267,3.863
"MO","2004Q2",153597,132147,21449,0.1396471239,1.288,3.672
"MO","2004Q3",156140,136119,20021,0.1282224867,1.309,3.431
"MO","2004Q4",158765,139885,18880,0.1189170193,1.331,3.239
"MO","2005Q1",161459,142769,18691,0.1157600777,1.354,3.210
"MO","2005Q2",164212,145150,19062,0.1160834072,1.377,3.277
"MO","2005Q3",166935,147276,19659,0.1177646831,1.400,3.384
"MO","2005Q4",169533,149393,20139,0.1187935932,1.422,3.471
"MO","2006Q1",171876,151709,20168,0.1173391,1.441,3.480
"MO","2006Q2",173882,154064,19817,0.1139704911,1.458,3.424
"MO","2006Q3",175550,156255,19294,0.1099078204,1.472,3.338
"MO","2006Q4",176825,158081,18744,0.1060034643,1.483,3.248
"MO","2007Q1",177630,159559,18071,0.1017342767,1.489,3.137
"MO","2007Q2",177857,160796,17061,0.0959276678,1.491,2.966
"MO","2007Q3",177498,162134,15364,0.0865591881,1.488,2.673
"MO","2007Q4",176594,163906,12688,0.0718475949,1.481,2.209
"MO","2008Q1",175354,166260,9094,0.0518621664,1.470,1.584
"MO","2008Q2",174062,165359,8703,0.05,1.460,0.886
"MO","2008Q3",172854,164211,8643,0.05,1.449,0.497
"MO","2008Q4",171875,163282,8594,0.05,1.441,0.318
"MO","2009Q1",171140,162583,8557,0.05,1.435,0.252
"MO","2009Q2",170507,161982,8525,0.05,1.430,0.226
"MO","2009Q3",169879,161385,8494,0.05,1.424,0.222
"MO","2009Q4",169138,160215,8923,0.052755172,1.418,0.233
"MO","2010Q1",168135,159537,8598,0.0511353896,1.410,0.224
"MO","2010Q2",166871,158527,8344,0.05,1.399,0.198
"MO","2010Q3",165270,157007,8264,0.05,1.386,0.131
"MO","2010Q4",163578,155399,8179,0.05,1.372,0.045
"MO","2011Q1",162222,154111,8111,0.05,1.360,0.013
"MO","2011Q2",161513,153438,8076,0.05,1.354,0.004
"MO","2011Q3",161607,153527,8080,0.05,1.355,0.003
"MO","2011Q4",162350,153530,8820,0.0543299386,1.361,0.004
"MO","2012Q1",163611,153534,10077,0.0615891191,1.372,0.004
"MO","2012Q2",165118,153540,11578,0.0701222942,1.385,0.005
"MO","2012Q3",166686,153547,13138,0.0788196901,1.398,0.006
"MO","2012Q4",168242,153557,14685,0.0872873102,1.411,0.006
"MO","2013Q1",169704,153568,16136,0.0950845549,1.423,0.007
"MT","1975Q1",24836,23595,1242,0.05,0.191,0.000
"MT","1975Q2",25527,24250,1276,0.05,0.196,0.000
"MT","1975Q3",26222,24911,1311,0.05,0.202,0.000
"MT","1975Q4",26913,25567,1346,0.05,0.207,0.000
"MT","1976Q1",27674,26290,1384,0.05,0.213,0.000
"MT","1976Q2",28546,27119,1427,0.05,0.220,0.000
"MT","1976Q3",29502,28027,1475,0.05,0.227,0.000
"MT","1976Q4",30652,29119,1533,0.05,0.236,0.000
